YEAR,MONTH,Alabama - SFH,Alaska - SFH,Arizona - SFH,Arkansas - SFH,California - SFH,Colorado - SFH,Connecticut - SFH,Delaware - SFH,Florida - SFH,Georgia - SFH,Idaho - SFH,Illinois - SFH,Indiana - SFH,Iowa - SFH,Kansas - SFH,Kentucky - SFH,Louisiana - SFH,Maine - SFH,Maryland - SFH,Massachusetts - SFH,Michigan - SFH,Minnesota - SFH,Mississippi - SFH,Missouri - SFH,Montana - SFH,Nebraska - SFH,Nevada - SFH,New Hampshire - SFH,New Jersey - SFH,New Mexico - SFH,New York - SFH,North Carolina - SFH,North Dakota - SFH,Ohio - SFH,Oklahoma - SFH,Oregon - SFH,Pennsylvania - SFH,Rhode Island - SFH,South Carolina - SFH,South Dakota - SFH,Tennessee - SFH,Texas - SFH,United States - SFH,Utah - SFH,Vermont - SFH,Virginia - SFH,Washington - SFH,West Virginia - SFH,Wisconsin - SFH,Wyoming - SFH,Alabama - MFH,Alaska - MFH,Arizona - MFH,Arkansas - MFH,California - MFH,Colorado - MFH,Connecticut - MFH,Delaware - MFH,Florida - MFH,Georgia - MFH,Idaho - MFH,Illinois - MFH,Indiana - MFH,Iowa - MFH,Kansas - MFH,Kentucky - MFH,Louisiana - MFH,Maine - MFH,Maryland - MFH,Massachusetts - MFH,Michigan - MFH,Minnesota - MFH,Mississippi - MFH,Missouri - MFH,Montana - MFH,Nebraska - MFH,Nevada - MFH,New Hampshire - MFH,New Jersey - MFH,New Mexico - MFH,New York - MFH,North Carolina - MFH,North Dakota - MFH,Ohio - MFH,Oklahoma - MFH,Oregon - MFH,Pennsylvania - MFH,Rhode Island - MFH,South Carolina - MFH,South Dakota - MFH,Tennessee - MFH,Texas - MFH,United States - MFH,Utah - MFH,Vermont - MFH,Virginia - MFH,Washington - MFH,West Virginia - MFH,Wisconsin - MFH,Wyoming - MFH,Alabama - L_MFH,Alaska - L_MFH,Arizona - L_MFH,Arkansas - L_MFH,California - L_MFH,Colorado - L_MFH,Connecticut - L_MFH,Delaware - L_MFH,Florida - L_MFH,Georgia - L_MFH,Idaho - L_MFH,Illinois - L_MFH,Indiana - L_MFH,Iowa - L_MFH,Kansas - L_MFH,Kentucky - L_MFH,Louisiana - L_MFH,Maine - L_MFH,Maryland - L_MFH,Massachusetts - L_MFH,Michigan - L_MFH,Minnesota - L_MFH,Mississippi - L_MFH,Missouri - L_MFH,Montana - L_MFH,Nebraska - L_MFH,Nevada - L_MFH,New Hampshire - L_MFH,New Jersey - L_MFH,New Mexico - L_MFH,New York - L_MFH,North Carolina - L_MFH,North Dakota - L_MFH,Ohio - L_MFH,Oklahoma - L_MFH,Oregon - L_MFH,Pennsylvania - L_MFH,Rhode Island - L_MFH,South Carolina - L_MFH,South Dakota - L_MFH,Tennessee - L_MFH,Texas - L_MFH,United States - L_MFH,Utah - L_MFH,Vermont - L_MFH,Virginia - L_MFH,Washington - L_MFH,West Virginia - L_MFH,Wisconsin - L_MFH,Wyoming - L_MFH,Alabama - S_MFH,Alaska - S_MFH,Arizona - S_MFH,Arkansas - S_MFH,California - S_MFH,Colorado - S_MFH,Connecticut - S_MFH,Delaware - S_MFH,Florida - S_MFH,Georgia - S_MFH,Idaho - S_MFH,Illinois - S_MFH,Indiana - S_MFH,Iowa - S_MFH,Kansas - S_MFH,Kentucky - S_MFH,Louisiana - S_MFH,Maine - S_MFH,Maryland - S_MFH,Massachusetts - S_MFH,Michigan - S_MFH,Minnesota - S_MFH,Mississippi - S_MFH,Missouri - S_MFH,Montana - S_MFH,Nebraska - S_MFH,Nevada - S_MFH,New Hampshire - S_MFH,New Jersey - S_MFH,New Mexico - S_MFH,New York - S_MFH,North Carolina - S_MFH,North Dakota - S_MFH,Ohio - S_MFH,Oklahoma - S_MFH,Oregon - S_MFH,Pennsylvania - S_MFH,Rhode Island - S_MFH,South Carolina - S_MFH,South Dakota - S_MFH,Tennessee - S_MFH,Texas - S_MFH,United States - S_MFH,Utah - S_MFH,Vermont - S_MFH,Virginia - S_MFH,Washington - S_MFH,West Virginia - S_MFH,Wisconsin - S_MFH,Wyoming - S_MFH,Alabama - TOT,Alaska - TOT,Arizona - TOT,Arkansas - TOT,California - TOT,Colorado - TOT,Connecticut - TOT,Delaware - TOT,Florida - TOT,Georgia - TOT,Idaho - TOT,Illinois - TOT,Indiana - TOT,Iowa - TOT,Kansas - TOT,Kentucky - TOT,Louisiana - TOT,Maine - TOT,Maryland - TOT,Massachusetts - TOT,Michigan - TOT,Minnesota - TOT,Mississippi - TOT,Missouri - TOT,Montana - TOT,Nebraska - TOT,Nevada - TOT,New Hampshire - TOT,New Jersey - TOT,New Mexico - TOT,New York - TOT,North Carolina - TOT,North Dakota - TOT,Ohio - TOT,Oklahoma - TOT,Oregon - TOT,Pennsylvania - TOT,Rhode Island - TOT,South Carolina - TOT,South Dakota - TOT,Tennessee - TOT,Texas - TOT,United States - TOT,Utah - TOT,Vermont - TOT,Virginia - TOT,Washington - TOT,West Virginia - TOT,Wisconsin - TOT,Wyoming - TOT
2019,10,268514,30706,826853,152504,1607243,761586,69871,58282,2543273,880606,229645,236098,417757,263499,125915,172379,258223,74735,216657,204241,408389,408275,116052,244886,44793,108893,264587,39009,236317,107906,247241,1050896,41899,441011,214865,249264,359459,27618,659560,73979,669019,2518207,19944934,462884,15596,376413,603184,36222,372099,39743,27213,3989,152158,19614,925983,251213,231883,6220,701122,241340,70616,104893,47726,91624,74605,50849,30935,14592,233867,102033,88364,223225,4654,82459,11965,12656,72298,10070,441281,16151,427025,173733,7721,63388,9931,190839,64335,1510,17476,27135,204609,1044184,7232407,141762,10851,30024,251965,6271,52621,2171,21963,2688,142586,9628,832012,237586,230732,3166,638181,227511,63809,70567,42298,88013,67585,46790,24844,6104,229637,83687,79288,220875,1790,72136,4446,9839,63835,7843,130992,15803,397924,165521,0,54743,2417,185525,31202,375,13730,23771,199733,933592,6272334,132922,4697,25990,217398,5561,41740,0,5250,1301,9572,9986,93971,13627,1151,3054,62941,13829,6807,34326,5428,3611,7020,4059,6091,8488,4230,18346,9076,2350,2864,10323,7519,2817,8463,2227,310289,348,29101,8212,7721,8645,7514,5314,33133,1135,3746,3364,4876,110592,960073,8840,6154,4034,34567,710,10881,2171,295727,34695,979011,172118,2533226,1012799,301754,64502,3244395,1121946,300261,340991,465483,355123,200520,223228,289158,89327,450524,306274,496753,631500,120706,327345,56758,121549,336885,49079,677598,124057,674266,1224629,49620,504399,224796,440103,423794,29128,677036,101114,873628,3562391,27177341,604646,26447,406437,855149,42493,424720,41914
2019,11,227480,24286,691651,124146,1343338,678273,61005,56950,1916360,668920,190990,174181,294747,146959,91618,128951,206661,49965,228018,134465,250714,307180,97247,194445,38718,82381,189930,45042,277412,78086,235538,853478,24113,340461,163079,186697,229029,19323,529244,40518,523144,2104552,15792462,347239,11181,322237,510962,33097,213668,27573,16916,3666,271840,40952,526875,168675,34032,6201,368216,56943,56761,52519,71656,8293,16731,31594,15474,6309,46906,167143,47756,275697,1613,50975,12864,27092,36391,10310,140669,15242,621769,138102,11682,126018,15812,41358,47348,3375,21021,14340,108283,761855,5417516,188856,2410,72233,448933,9885,169117,623,12630,2771,259410,34680,475336,160750,33229,3814,337505,47954,50463,41774,66357,6976,5960,29675,13007,5460,43180,151771,34686,270688,998,37650,3796,21028,32195,9672,114265,14894,598738,135639,11000,122522,12741,37399,31136,906,19065,13130,101637,727720,4980467,175326,2410,68107,406444,5561,161810,0,4286,895,12430,6272,51539,7925,803,2387,30711,8989,6298,10745,5299,1317,10771,1919,2467,849,3726,15372,13070,5009,615,13325,9068,6064,4196,638,26404,348,23031,2463,682,3496,3071,3959,16212,2469,1956,1210,6646,34135,437049,13530,0,4126,42489,4324,7307,623,244396,27952,963491,165098,1870213,846948,95037,63151,2284576,725863,247751,226700,366403,155252,108349,160545,222135,56274,274924,301608,298470,582877,98860,245420,51582,109473,226321,55352,418081,93328,857307,991580,35795,466479,178891,228055,276377,22698,550265,54858,631427,2866407,21209978,536095,13591,394470,959895,42982,382785,28196
2019,12,218939,24273,704905,143780,1527123,609720,46104,57132,2012184,709639,186013,153150,362090,92012,98084,104763,211940,35419,190337,108717,246659,271862,85345,193165,33510,68101,225537,50534,173913,67324,228505,832127,8407,326357,159833,171253,239674,21043,562544,33012,451939,2085939,15548103,297268,5290,320325,511774,24229,174545,16864,88090,4413,163224,103201,902963,219885,42237,3053,770607,40529,38779,140519,34200,13294,16670,33147,13626,2740,121474,147592,11839,286671,8346,56489,9253,16154,57901,4392,305140,1850,515692,152182,0,21403,9399,145968,210080,3325,16716,19161,125232,576706,6048972,57471,3256,107828,342800,6206,40163,954,79161,3246,153903,88145,845680,214702,42237,921,729096,34381,30522,130150,30420,10736,4998,28490,10066,1129,117561,135227,11295,278945,1192,39938,4674,11111,53567,3149,263429,1658,495675,150682,0,18950,1077,139501,199071,1317,15210,17899,104234,542621,5575196,49915,3029,104126,305850,6007,26834,0,8929,1167,9321,15056,57283,5183,0,2132,41511,6148,8257,10369,3780,2558,11672,4657,3560,1611,3913,12365,544,7726,7154,16551,4579,5043,4334,1243,41711,192,20017,1500,0,2453,8322,6467,11009,2008,1506,1262,20998,34085,473776,7556,227,3702,36950,199,13329,954,307029,28686,868129,246981,2430086,829605,88341,60185,2782791,750168,224792,293669,396290,105306,114754,137910,225566,38159,311811,256309,258498,558533,93691,249654,42763,84255,283438,54926,479053,69174,744197,984309,8407,347760,169232,317221,449754,24368,579260,52173,577171,2662645,21597075,354739,8546,428153,854574,30435,214708,17818
2020,1,266232,26013,835140,150111,1374020,584805,51037,67266,2347872,758476,181917,146649,310430,89214,93164,151566,234131,40739,247162,184483,242312,201510,117142,201397,44379,69078,303498,41202,171218,90924,188210,1002400,7784,291403,177062,200959,330595,18759,641562,26800,601131,2499132,17213571,364808,12445,397827,527534,37592,181045,28181,30226,3618,294791,23041,842149,197667,8589,7597,722583,130834,52527,59891,15564,14802,21670,47936,17556,5686,56031,185110,46293,153002,3017,87967,17261,23589,38467,6067,209279,1738,566261,118811,0,387985,3354,33796,151841,1016,21511,2843,93791,600973,5853279,92997,3273,97296,232395,5839,35177,1200,25495,2213,285340,10138,794237,192957,5680,3311,677704,116402,50491,50728,12095,13433,11075,44771,14332,4879,51623,168669,42095,151888,1386,76669,3155,21105,23974,4920,189214,1390,550339,117273,0,383089,1520,29075,128945,78,17413,2075,87297,574294,5420637,82155,2673,89480,199248,5561,22912,1200,4731,1405,9451,12903,47912,4710,2909,4286,44879,14432,2036,9163,3469,1369,10595,3165,3224,807,4408,16441,4198,1114,1631,11298,14106,2484,14493,1147,20065,348,15922,1538,0,4896,1834,4721,22896,938,4098,768,6494,26679,432642,10842,600,7816,33147,278,12265,0,296458,29631,1129931,173152,2216169,782472,59626,74863,3070455,889310,234444,206540,325994,104016,114834,199502,251687,46425,303193,369593,288605,354512,120159,289364,61640,92667,341965,47269,380497,92662,754471,1121211,7784,679388,180416,234755,482436,19775,663073,29643,694922,3100105,23066850,457805,15718,495123,759929,43431,216222,29381
2020,2,266042,27453,832407,132228,1630434,679910,58121,66594,2316598,768031,208764,155861,299893,105041,90595,137133,248091,50902,237540,128893,256799,195028,106412,207924,41310,66418,319984,50392,160343,84939,194216,1037918,12902,314705,186316,199685,292538,20438,651994,33301,516898,2517781,17544117,362911,26378,404096,523947,31818,191664,27171,13210,3608,257085,12596,616572,115173,29499,5989,578304,101189,30240,79142,8027,2516,21980,30992,14222,3389,36797,67597,43332,44795,1683,53735,16653,20760,51765,17514,118642,1455,216755,128639,0,90575,6676,19901,58445,558,14812,4143,112577,578417,4029852,56366,2524,74446,184457,2402,34336,2231,11522,1581,250020,2848,531841,107170,27102,2612,530962,82280,24175,71963,5375,1795,9698,25703,10457,1938,34942,58056,40592,40357,1082,38733,10115,18126,42582,15248,38620,1198,201013,125782,0,87864,1167,14990,38282,0,14244,4143,103398,538924,3497772,33928,1646,71150,154019,1991,27166,0,1688,2027,7065,9748,84731,8003,2397,3377,47342,18909,6065,7179,2652,721,12282,5289,3765,1451,1855,9541,2740,4438,601,15002,6538,2634,9183,2266,80022,257,15742,2857,0,2711,5509,4911,20163,558,568,0,9179,39493,532080,22438,878,3296,30438,411,7170,2231,279252,31061,1089492,144824,2247006,795083,87620,72583,2894902,869220,239004,235003,307920,107557,112575,168125,262313,54291,274337,196490,300131,239823,108095,261659,57963,87178,371749,67906,278985,86394,410971,1166557,12902,405280,192992,219586,350983,20996,666806,37444,629475,3096198,21573969,419277,28902,478542,708404,34220,226000,29402
2020,3,291799,11974,895533,160360,1216512,789012,57692,69320,2493430,785296,219340,184458,395641,168550,113139,151518,322401,66362,203806,145121,261474,260100,125274,233416,59250,106332,326753,43539,185578,100375,206314,1169758,46080,365927,226396,242714,314090,19855,750511,60021,612393,2837196,19155130,413512,15348,435369,588858,44979,231660,42126,21044,1071,181757,64517,646086,156069,11113,2839,505129,38740,48349,88344,25623,38731,4162,17325,14190,10260,117886,114253,12083,216207,3702,40465,12669,12861,33434,17726,154531,1356,171232,227031,11580,19898,42499,146172,82112,1963,22541,21549,38718,737130,4872104,227134,15622,71493,241936,2973,71964,2491,19651,0,175452,54172,580381,124863,8724,1218,457469,15013,42121,76430,18345,34481,1734,8970,10066,3224,114644,91779,7823,213229,2154,34502,4884,6884,29115,14709,127387,1356,153553,223458,9489,13249,36739,140400,60470,0,16949,18305,30498,687892,4339257,220177,14667,65319,198029,2660,63049,1718,1393,1071,6305,10345,65705,31206,2389,1621,47660,23727,6228,11914,7278,4250,2428,8355,4124,7036,3242,22474,4260,2978,1548,5963,7785,5977,4319,3017,27144,0,17679,3573,2091,6649,5760,5772,21642,1963,5592,3244,8220,49238,532847,6957,955,6174,43907,313,8915,773,312843,13045,1077290,224877,1862598,945081,68805,72159,2998559,824036,267689,272802,421264,207281,117301,168843,336591,76622,321692,259374,273557,476307,128976,273881,71919,119193,360187,61265,340109,101731,377546,1396789,57660,385825,268895,388886,396202,21818,773052,81570,651111,3574326,24027234,640646,30970,506862,830794,47952,303624,44617
2020,4,270226,21288,685558,151714,772275,592569,71474,59859,2182354,647823,199434,189761,357623,167107,121153,134384,228525,65210,203059,112620,119214,343527,134291,230571,43962,108825,183820,66637,107849,79494,117356,974728,49632,402041,214134,175028,145431,15914,603847,63349,549941,2118646,15597214,377753,15875,366699,324191,42540,283312,45029,47973,4075,156074,50030,592868,175102,7895,13467,623317,20614,13171,132979,72538,21192,16065,12607,12501,23644,36767,25356,34272,103864,4562,25864,21651,36303,34419,1960,49223,6993,81518,97359,15196,49569,3319,147571,17453,423,15588,16233,71394,707012,4179105,94356,6906,121940,232123,9419,56871,7531,46463,1897,153062,38177,538240,169797,7126,12439,580252,18779,8124,116550,66967,19277,10359,8099,8092,22433,34095,21037,33073,95207,3816,14634,4645,33229,29884,421,35467,6669,76640,92710,14823,42290,615,140418,12010,0,15452,14848,65062,671834,3786827,84614,6297,113290,193989,8946,41203,6441,1510,2178,3012,11853,54628,5305,769,1028,43065,1835,5047,16429,5571,1915,5706,4508,4409,1211,2672,4319,1199,8657,746,11230,17006,3074,4535,1539,13756,324,4878,4649,373,7279,2704,7153,5443,423,136,1385,6332,35178,392278,9742,609,8650,38134,473,15668,1090,318199,25363,841632,201744,1365143,767671,79369,73326,2805671,668437,212605,322740,430161,188299,137218,146991,241026,88854,239826,137976,153486,447391,138853,256435,65613,145128,218239,68597,157072,86487,198874,1072087,64828,451610,217453,322599,162884,16337,619435,79582,621335,2825658,19776319,472109,22781,488639,556314,51959,340183,52560
2020,5,248009,24368,659581,127418,980773,684045,66972,53369,2111296,634732,213665,191556,344140,174610,112059,147115,213658,74849,173153,159651,310925,319748,103173,222854,48893,101685,166396,61672,139395,76634,186095,930543,63152,379313,152767,192908,375574,15193,540938,74988,512121,2237588,16376471,391238,32670,365199,526290,40690,285919,46146,23971,5045,62179,38904,690769,38207,37705,3886,550066,87448,30305,82088,123090,17710,25544,39735,13856,8159,179340,106047,47705,224105,27277,67942,32707,13599,59562,5231,120773,586,168477,107768,2544,69661,5336,78929,69517,2718,33527,17569,103425,716744,4981482,133324,808,179222,379824,10988,71926,1263,21431,1897,53183,20902,663054,34582,36701,418,507487,81389,10710,68503,105703,10123,17956,35253,8002,5903,178988,98348,40193,217565,25855,52968,18377,12876,54441,5081,110505,586,154780,106004,2544,61001,1129,75694,54228,1469,29856,16509,89248,674750,4540069,129090,507,172261,342908,10829,55851,0,2540,3148,8996,18002,27715,3625,1004,3468,42579,6059,19595,13585,17387,7587,7588,4482,5854,2256,352,7699,7512,6540,1422,14974,14330,723,5121,150,10268,0,13697,1764,0,8660,4207,3235,15289,1249,3671,1060,14177,41994,441413,4234,301,6961,36916,159,16075,1263,271980,29413,721760,166322,1671542,722252,104677,57255,2661362,722180,243970,273644,467230,192320,137603,186850,227514,83008,352493,265698,358630,543853,130450,290796,81600,115284,225958,66903,260168,77220,354572,1038311,65696,448974,158103,271837,445091,17911,574465,92557,615546,2954332,21357953,524562,33478,544421,906114,51678,357845,47409
2020,6,289396,33508,918356,169652,1618273,809632,77130,66816,2236649,814078,255833,250733,484481,276867,140618,190042,295402,131690,253596,191305,465957,423457,149839,276329,64135,125188,271686,100933,171619,109026,320103,1135658,59692,452460,243546,243369,397154,23099,712562,94784,625793,2648921,20810768,520684,47699,421836,605137,43188,351585,77882,36175,9929,245403,25623,577927,89216,16487,22190,575524,75726,30321,67131,47217,35187,7359,33460,61458,13069,45624,251790,32067,204470,5463,38679,10728,21293,37729,11901,158954,910,336994,230838,21946,61090,5501,84318,73070,3969,73843,22034,129229,686478,5168054,53947,1423,171238,198645,12321,50579,709,31985,8739,225988,10721,524409,81534,13855,16790,520773,65182,25391,51039,30250,32245,1787,27379,38832,6132,44578,236739,31009,200340,3603,29861,3575,19557,28337,9193,141702,586,319721,227443,20161,45989,936,73680,45315,1824,69261,20209,117736,648449,4614051,40357,824,162841,156495,9921,32347,0,4190,1190,19415,14902,53518,7682,2632,5400,54751,10544,4930,16092,16967,2942,5572,6081,22626,6937,1046,15051,1058,4130,1860,8818,7153,1736,9392,2708,17252,324,17273,3395,1785,15101,4565,10638,27755,2145,4582,1825,11493,38029,554003,13590,599,8397,42150,2400,18232,709,325571,43437,1163759,195275,2196200,898848,93617,89006,2812173,889804,286154,317864,531698,312054,147977,223502,356860,144759,299220,443095,498024,627927,155302,315008,74863,146481,309415,112834,330573,109936,657097,1366496,81638,513550,249047,327687,470224,27068,786405,116818,755022,3335399,25978822,574631,49122,593074,803782,55509,402164,78591
2020,7,329811,33377,1053174,177198,1473286,971200,145802,81688,2539404,959470,260025,279150,491654,286777,160814,196349,290857,86171,267378,219505,460616,470970,156679,291770,63885,131953,400268,83364,223819,102392,347198,1268695,58361,510946,244653,265254,456599,17547,807497,80125,707568,3034125,22757801,486982,32974,486391,667541,47140,340494,86082,69140,3661,180352,25257,887641,90155,32254,33525,455822,42500,24604,101706,80220,37267,67991,12189,16317,17666,27511,163537,64855,178368,4463,97531,19529,13046,47815,1910,238309,8556,330312,100411,30784,126832,10600,60364,124594,2833,58412,28074,142275,638997,5396769,105787,4462,167047,197505,14510,150390,10684,62272,2055,164355,8773,825769,77854,31025,27326,391481,32793,22272,82650,70110,34420,61127,9650,11952,14398,24562,148383,54228,167322,3577,85684,12037,11095,30258,421,184695,7700,309222,91311,27715,115696,6730,54280,103949,338,54184,27130,136059,603187,4793275,89443,3939,161301,150048,11251,136390,3755,6868,1606,15997,16484,61872,12301,1229,6199,64341,9707,2332,19056,10110,2847,6864,2539,4365,3268,2949,15154,10627,11046,886,11847,7492,1951,17557,1489,53614,856,21090,9100,3069,11136,3870,6084,20645,2495,4228,944,6216,35810,603494,16344,523,5746,47457,3259,14000,6929,398951,37038,1233526,202455,2360927,1061355,178056,115213,2995226,1001970,284629,380856,571874,324044,228805,208538,307174,103837,294889,383042,525471,649338,161142,389301,83414,144999,448083,85274,462128,110948,677510,1369106,89145,637778,255253,325618,581193,20380,865909,108199,849843,3673122,28154570,592769,37436,653438,865046,61650,490884,96766
2020,8,310261,37792,1009101,191192,1593998,897721,64568,96529,2583808,929314,265672,254210,462860,216556,138166,219915,306965,113542,224388,166984,366747,457769,128511,294739,65838,128667,299108,80912,192815,96773,239211,1191788,73963,534018,255447,269252,362142,23023,800675,82723,683312,3080723,21995757,544480,28927,435894,637604,45966,366554,53698,57397,6349,137298,32005,421093,178774,28799,34524,698877,114582,23564,30910,19961,32665,10061,48165,14227,4035,129772,57604,30477,158276,6433,44180,28619,8080,34245,6809,111667,15081,246410,192891,9220,70815,6393,102582,59177,2413,18647,29657,231342,355051,4397265,148249,1522,38905,180313,23625,94757,1470,52481,1739,114925,11504,352727,161603,27075,30280,659061,92228,16830,14340,14212,27389,1905,32886,9311,0,126439,37099,27167,126135,3492,34923,18802,6327,23853,4576,99273,14757,221575,181751,7848,52600,538,94180,33915,624,15803,24104,221028,305184,3764243,134520,633,34509,143559,22561,71335,0,4916,4610,22373,20501,68366,17171,1724,4244,39816,22354,6734,16570,5749,5276,8156,15279,4916,4035,3333,20505,3310,32141,2941,9257,9817,1753,10392,2233,12394,324,24835,11140,1372,18215,5855,8402,25262,1789,2844,5553,10314,49867,633022,13729,889,4396,36754,1064,23422,1470,367658,44141,1146399,223197,2015091,1076495,93367,131053,3282685,1043896,289236,285120,482821,249221,148227,268080,321192,117577,354160,224588,397224,616045,134944,338919,94457,136747,333353,87721,304482,111854,485621,1384679,83183,604833,261840,371834,421319,25436,819322,112380,914654,3435774,26393022,692729,30449,474799,817917,69591,461311,55168
2020,9,282804,37098,1062902,200097,1710093,931559,113288,97922,2714107,1003498,283533,276583,538076,260558,178713,194714,294183,113503,325376,212586,421435,490502,135803,303385,64083,130648,372108,102865,204145,103898,316582,1227435,90031,518681,254802,217999,414089,23619,785976,89628,707503,3081029,23179136,558107,45650,448416,624091,49176,423759,78526,24315,2434,48583,30130,559039,175840,66908,4312,586061,119132,32328,70309,59234,30381,38088,37637,4347,31885,80991,86283,59699,126473,4388,29293,16934,29200,53536,11049,186954,6801,325599,75737,13671,95551,21095,23467,49753,4795,17694,32209,109409,710861,4676413,40720,3348,122230,257347,6429,109625,1672,21572,1739,40480,20535,511990,155364,65581,1890,520645,81626,18604,59246,49814,28058,30140,32550,1486,29757,77460,78130,42066,105206,3732,22700,12957,27137,46711,10360,171624,6169,306993,70804,7500,82736,19150,14903,39536,1274,15529,27274,105177,665033,4131914,25440,1762,117274,227689,6429,79692,680,2743,695,8103,9595,47049,20476,1327,2422,65416,37506,13724,11063,9420,2323,7948,5087,2861,2128,3531,8153,17633,21267,656,6593,3977,2063,6825,689,15330,632,18606,4933,6171,12815,1945,8564,10217,3521,2165,4935,4232,45828,544499,15280,1586,4956,29658,0,29933,992,307119,39532,1111485,230227,2269132,1107399,180196,102234,3300168,1122630,315861,346892,597310,290939,216801,232351,298530,145388,406367,298869,481134,616975,140191,332678,81017,159848,425644,113914,391099,110699,642181,1303172,103702,614232,275897,241466,463842,28414,803670,121837,816912,3791890,27855549,598827,48998,570646,881438,55605,533384,80198
2020,10,350599,36132,1087019,192436,1716307,959268,89467,110396,3018678,1074140,270268,263780,531662,228547,168811,173740,296449,114275,312915,183808,489592,474070,134395,299793,67940,123819,272411,77148,273079,105776,295133,1306238,66891,545902,257928,316179,334853,19874,834738,78344,681793,3239537,23846574,571903,27521,462200,663024,55235,451781,40048,11907,3954,162184,40219,477691,272867,27426,8614,479351,73753,38957,91447,83269,29670,11825,19757,13987,15692,66200,72134,66738,148089,4583,38363,15275,59851,47185,4996,179183,6943,353030,136063,8080,139001,6001,63926,75858,3858,44069,57145,125502,563674,4688709,116293,1931,18301,158869,5590,102684,1059,9408,1739,139448,21529,398336,245216,23733,4380,450151,62794,31690,81654,67818,26998,2301,8693,5976,5184,61549,57093,62390,139747,3095,29414,6982,50046,41110,3881,159835,5919,326663,115205,3849,131804,385,55869,38802,1926,42262,56454,112386,439499,3989395,80538,1006,17495,131254,5357,87239,0,2499,2215,22736,18690,79355,27651,3693,4234,29200,10959,7267,9793,15451,2672,9524,11064,8011,10508,4651,15041,4348,8342,1488,8949,8293,9805,6075,1115,19348,1024,26367,20858,4231,7197,5616,8057,37056,1932,1807,691,13116,124175,699314,35755,925,806,27615,233,15445,1059,362506,40086,1249203,232655,2193998,1232135,116893,119010,3498029,1147893,309225,355227,614931,258217,180636,193497,310436,129967,379115,255942,556330,622159,138978,338156,83215,183670,319596,82144,452262,112719,648163,1442301,74971,684903,263929,380105,410711,23732,878807,135489,807295,3803211,28535283,688196,29452,480501,821893,60825,554465,41107
2020,11,278070,30668,895301,158890,1219121,817361,98512,74912,2377288,903804,266372,222232,455999,202177,149064,171554,273173,85303,213321,165601,325720,346329,119364,246856,51384,100721,297132,68921,239410,94342,314562,1179484,31477,441024,224496,251419,370305,23494,664779,59538,641399,2761409,19839048,530025,22971,432954,518977,41987,272013,41706,11984,3600,164314,77091,567641,137527,20597,2948,240652,78260,43816,107155,24824,32030,3770,36531,11276,3194,59751,228932,111958,126475,6693,88673,14140,53101,92158,20694,185427,3200,346817,255490,16389,43669,10826,50006,96743,2279,91418,57416,205905,792865,5154824,68242,8806,62491,262386,5801,79280,1120,10493,1897,147658,59984,500023,113790,17095,501,205688,69639,35320,98045,18364,24620,1235,33974,7092,2395,57718,214773,96861,121828,3356,80377,3882,39840,78739,19317,155711,2876,320360,252789,15500,37449,9021,45004,75486,739,87658,53099,196933,757565,4589279,53664,7173,60823,189601,5561,69899,0,1491,1703,16656,17107,67618,23737,3502,2447,34964,8621,8496,9110,6460,7410,2535,2557,4184,799,2033,14159,15097,4647,3337,8296,10258,13261,13419,1377,29716,324,26457,2701,889,6220,1805,5002,21257,1540,3760,4317,8972,35300,565545,14578,1633,1668,72785,240,9381,1120,290054,34268,1059615,235981,1786762,954888,119109,77860,2617940,982064,310188,329387,480823,234207,152834,208085,284449,88497,273072,394533,437678,472804,126057,335529,65524,153822,389290,89615,424837,97542,661379,1434974,47866,484693,235322,301425,467048,25773,756197,116954,847304,3554274,24993872,598267,31777,495445,781363,47788,351293,42826
2020,12,311580,30741,1069395,177866,1542009,983602,99734,104638,2899589,951714,274064,201392,453610,186294,131341,203265,304564,93008,280679,211520,367615,365743,115401,274413,63559,96758,432446,58482,251518,87418,335161,1141164,15237,505261,248532,266452,328063,22986,842521,63091,675941,3121676,22196075,482168,27273,478480,577463,39509,261356,48605,12201,5353,257863,10438,1438420,389922,17850,4377,435822,36208,31193,64928,24342,55383,56906,13554,13986,1968,89032,240269,126149,228181,3894,19843,32094,26988,73469,17118,203534,4852,360750,194224,11336,79935,9412,64131,90083,2112,55768,10802,76632,805098,6542461,125654,2060,50053,440151,10840,23108,14748,10324,3320,244264,1460,1359997,376683,16880,418,402016,29193,22612,53530,18078,49070,48402,11320,6906,348,81428,219960,120850,221036,2952,15504,22975,26111,65508,16096,189110,4852,339452,184874,9700,69196,5583,59410,70148,458,48229,8492,66885,749771,6030750,109074,2060,50053,401363,10625,16826,12995,1877,2033,13599,8978,78423,13239,970,3959,33806,7015,8581,11398,6264,6313,8504,2234,7080,1620,7604,20309,5299,7145,942,4339,9119,877,7961,1022,14424,0,21298,9350,1636,10739,3829,4721,19935,1654,7539,2310,9747,55327,511711,16580,0,0,38788,215,6282,1753,323781,36094,1327258,188304,2980429,1373524,117584,109015,3335411,987922,305257,266320,477952,241677,188247,216819,318550,94976,369711,451789,493764,593924,119295,294256,95653,123746,505915,75600,455052,92270,695911,1335388,26573,585196,257944,330583,418146,25098,898289,73893,752573,3926774,28738536,607822,29333,528533,1017614,50349,284464,63353
