YEAR,MONTH,Alabama - SFH,Alaska - SFH,Arizona - SFH,Arkansas - SFH,California - SFH,Colorado - SFH,Connecticut - SFH,Delaware - SFH,Florida - SFH,Georgia - SFH,Idaho - SFH,Illinois - SFH,Indiana - SFH,Iowa - SFH,Kansas - SFH,Kentucky - SFH,Louisiana - SFH,Maine - SFH,Maryland - SFH,Massachusetts - SFH,Michigan - SFH,Minnesota - SFH,Mississippi - SFH,Missouri - SFH,Montana - SFH,Nebraska - SFH,Nevada - SFH,New Hampshire - SFH,New Jersey - SFH,New Mexico - SFH,New York - SFH,North Carolina - SFH,North Dakota - SFH,Ohio - SFH,Oklahoma - SFH,Oregon - SFH,Pennsylvania - SFH,Rhode Island - SFH,South Carolina - SFH,South Dakota - SFH,Tennessee - SFH,Texas - SFH,United States - SFH,Utah - SFH,Vermont - SFH,Virginia - SFH,Washington - SFH,West Virginia - SFH,Wisconsin - SFH,Wyoming - SFH,Alabama - MFH,Alaska - MFH,Arizona - MFH,Arkansas - MFH,California - MFH,Colorado - MFH,Connecticut - MFH,Delaware - MFH,Florida - MFH,Georgia - MFH,Idaho - MFH,Illinois - MFH,Indiana - MFH,Iowa - MFH,Kansas - MFH,Kentucky - MFH,Louisiana - MFH,Maine - MFH,Maryland - MFH,Massachusetts - MFH,Michigan - MFH,Minnesota - MFH,Mississippi - MFH,Missouri - MFH,Montana - MFH,Nebraska - MFH,Nevada - MFH,New Hampshire - MFH,New Jersey - MFH,New Mexico - MFH,New York - MFH,North Carolina - MFH,North Dakota - MFH,Ohio - MFH,Oklahoma - MFH,Oregon - MFH,Pennsylvania - MFH,Rhode Island - MFH,South Carolina - MFH,South Dakota - MFH,Tennessee - MFH,Texas - MFH,United States - MFH,Utah - MFH,Vermont - MFH,Virginia - MFH,Washington - MFH,West Virginia - MFH,Wisconsin - MFH,Wyoming - MFH,Alabama - L_MFH,Alaska - L_MFH,Arizona - L_MFH,Arkansas - L_MFH,California - L_MFH,Colorado - L_MFH,Connecticut - L_MFH,Delaware - L_MFH,Florida - L_MFH,Georgia - L_MFH,Idaho - L_MFH,Illinois - L_MFH,Indiana - L_MFH,Iowa - L_MFH,Kansas - L_MFH,Kentucky - L_MFH,Louisiana - L_MFH,Maine - L_MFH,Maryland - L_MFH,Massachusetts - L_MFH,Michigan - L_MFH,Minnesota - L_MFH,Mississippi - L_MFH,Missouri - L_MFH,Montana - L_MFH,Nebraska - L_MFH,Nevada - L_MFH,New Hampshire - L_MFH,New Jersey - L_MFH,New Mexico - L_MFH,New York - L_MFH,North Carolina - L_MFH,North Dakota - L_MFH,Ohio - L_MFH,Oklahoma - L_MFH,Oregon - L_MFH,Pennsylvania - L_MFH,Rhode Island - L_MFH,South Carolina - L_MFH,South Dakota - L_MFH,Tennessee - L_MFH,Texas - L_MFH,United States - L_MFH,Utah - L_MFH,Vermont - L_MFH,Virginia - L_MFH,Washington - L_MFH,West Virginia - L_MFH,Wisconsin - L_MFH,Wyoming - L_MFH,Alabama - S_MFH,Alaska - S_MFH,Arizona - S_MFH,Arkansas - S_MFH,California - S_MFH,Colorado - S_MFH,Connecticut - S_MFH,Delaware - S_MFH,Florida - S_MFH,Georgia - S_MFH,Idaho - S_MFH,Illinois - S_MFH,Indiana - S_MFH,Iowa - S_MFH,Kansas - S_MFH,Kentucky - S_MFH,Louisiana - S_MFH,Maine - S_MFH,Maryland - S_MFH,Massachusetts - S_MFH,Michigan - S_MFH,Minnesota - S_MFH,Mississippi - S_MFH,Missouri - S_MFH,Montana - S_MFH,Nebraska - S_MFH,Nevada - S_MFH,New Hampshire - S_MFH,New Jersey - S_MFH,New Mexico - S_MFH,New York - S_MFH,North Carolina - S_MFH,North Dakota - S_MFH,Ohio - S_MFH,Oklahoma - S_MFH,Oregon - S_MFH,Pennsylvania - S_MFH,Rhode Island - S_MFH,South Carolina - S_MFH,South Dakota - S_MFH,Tennessee - S_MFH,Texas - S_MFH,United States - S_MFH,Utah - S_MFH,Vermont - S_MFH,Virginia - S_MFH,Washington - S_MFH,West Virginia - S_MFH,Wisconsin - S_MFH,Wyoming - S_MFH,Alabama - TOT,Alaska - TOT,Arizona - TOT,Arkansas - TOT,California - TOT,Colorado - TOT,Connecticut - TOT,Delaware - TOT,Florida - TOT,Georgia - TOT,Idaho - TOT,Illinois - TOT,Indiana - TOT,Iowa - TOT,Kansas - TOT,Kentucky - TOT,Louisiana - TOT,Maine - TOT,Maryland - TOT,Massachusetts - TOT,Michigan - TOT,Minnesota - TOT,Mississippi - TOT,Missouri - TOT,Montana - TOT,Nebraska - TOT,Nevada - TOT,New Hampshire - TOT,New Jersey - TOT,New Mexico - TOT,New York - TOT,North Carolina - TOT,North Dakota - TOT,Ohio - TOT,Oklahoma - TOT,Oregon - TOT,Pennsylvania - TOT,Rhode Island - TOT,South Carolina - TOT,South Dakota - TOT,Tennessee - TOT,Texas - TOT,United States - TOT,Utah - TOT,Vermont - TOT,Virginia - TOT,Washington - TOT,West Virginia - TOT,Wisconsin - TOT,Wyoming - TOT
2018,7,238424,32732,743372,136636,1825597,728022,99951,56483,2292288,726199,226905,233016,393944,194180,129093,216447,228866,66410,264914,167626,346688,402282,117035,221251,72739,96848,284987,53878,170063,86259,296919,1072327,50825,405234,169670,250616,326292,20094,598933,60525,578195,2434358,19083882,435787,22417,400738,596905,43158,313635,59111,16482,2875,180251,15837,612463,80236,23494,2041,485818,136712,18055,90420,52682,51419,28147,28838,3896,3357,108820,66662,41471,153263,2468,6121,12351,13698,9239,13590,103081,1755,380483,128889,16040,81656,3260,62366,141939,2045,22626,6569,72165,536937,4147680,50413,9400,94060,113307,689,54834,2166,15236,1581,173040,2823,566600,61745,22695,1482,459075,128219,14662,68122,47757,50969,17510,27765,2215,3034,87788,54009,33007,145348,1742,2570,4919,12427,9239,11435,97322,1755,363819,127367,15097,72770,1044,56593,135037,0,21964,5997,65958,515102,3783857,42582,9400,91310,89823,204,39945,1456,1246,1294,7211,13014,45863,18491,799,559,26743,8493,3393,22298,4925,450,10637,1073,1681,323,21032,12653,8464,7915,726,3551,7432,1271,0,2155,5759,0,16664,1522,943,8886,2216,5773,6902,2045,662,572,6207,21835,363823,7831,0,2750,23484,485,14889,710,254906,35607,923623,152473,2438060,808258,123445,58524,2778106,862911,244960,323436,446626,245599,157240,245285,232762,69767,373734,234288,388159,555545,119503,227372,85090,110546,294226,67468,273144,88014,677402,1201216,66865,486890,172930,312982,468231,22139,621559,67094,650360,2971295,23231562,486200,31817,494798,710212,43847,368469,61277
2018,8,241302,33208,775476,132388,1665120,732570,83809,65931,2135680,781543,234274,264556,432258,202694,145587,177591,252882,63092,268572,202011,452114,416297,105647,235212,74027,87953,291511,60268,189487,98243,267002,1035897,56435,367407,182560,282925,318148,21761,624093,64918,617190,2479350,19319340,470617,36420,396269,678150,47180,336581,52784,29262,9569,91797,7903,630085,113483,17635,3148,542277,111361,31634,98263,42835,27485,118373,73584,63180,4175,180685,43535,61725,413045,1217,55553,8264,27305,23960,16246,128982,522,227673,287004,18014,46007,1764,106095,53801,9739,94396,32913,78070,444310,4899158,74865,1481,37682,267731,28155,44021,2954,26759,8161,73961,3060,561086,99449,15151,3148,480476,102702,27803,74208,37867,23638,112984,66723,61273,2850,179893,32254,54772,411512,972,40992,2094,25315,22187,5331,106785,208,202698,282058,16598,37793,341,103255,36406,9559,93728,31158,67313,418483,4398860,63335,1081,28170,226287,27561,31115,1577,2503,1408,17836,4843,68999,14034,2484,0,61801,8659,3831,24055,4968,3847,5389,6861,1907,1325,792,11281,6953,1533,245,14561,6170,1990,1773,10915,22197,314,24975,4946,1416,8214,1423,2840,17395,180,668,1755,10757,25827,500298,11530,400,9512,41444,594,12906,1377,270564,42777,867273,140291,2295205,846053,101444,69079,2677957,892904,265908,362819,475093,230179,263960,251175,316062,67267,449257,245546,513839,829342,106864,290765,82291,115258,315471,76514,318469,98765,494675,1322901,74449,413414,184324,389020,371949,31500,718489,97831,695260,2923660,24218498,545482,37901,433951,945881,75335,380602,55738
2018,9,211217,29950,546112,98840,1369030,680087,57073,54383,1869192,673270,198603,215312,337742,143566,114256,161273,250814,83358,185979,174864,365753,334668,85828,177756,60527,93770,215912,46273,201722,61290,276288,698236,53404,325128,131746,236631,339306,14714,438076,68415,445847,2008661,15829661,391041,50559,291957,528181,32526,292715,27340,6996,4795,175342,22102,500206,207195,14032,3728,383061,121449,39852,227776,10152,8568,43580,112833,7047,7201,92484,59446,39087,121319,1563,11747,19273,22248,24014,11002,73731,4407,158564,137459,41891,23959,8879,64913,49960,885,47932,12256,124304,482219,4073178,88975,1531,129470,194381,6871,70028,2895,4553,3497,162037,7412,440910,201841,13838,2288,353547,109377,34669,207052,8652,7983,35713,108982,2215,6014,91978,36312,29337,120517,887,8614,13369,21293,24014,3977,56240,2821,136514,135889,30358,17891,6475,57663,20501,0,47422,7477,108502,456924,3620877,82828,1531,121488,155424,6328,60658,844,2443,1298,13305,14690,59296,5354,194,1440,29514,12072,5183,20724,1500,585,7867,3851,4832,1187,506,23134,9750,802,676,3133,5904,955,0,7025,17491,1586,22050,1570,11533,6068,2404,7250,29459,885,510,4779,15802,25295,452301,6147,0,7982,38957,543,9370,2051,218213,34745,721454,120942,1869236,887282,71105,58111,2252253,794719,238455,443088,347894,152134,157836,274106,257861,90559,278463,234310,404840,455987,87391,189503,79800,116018,239926,57275,275453,65697,434852,835695,95295,349087,140625,301544,389266,15599,486008,80671,570151,2490880,19902839,480016,52090,421427,722562,39397,362743,30235
2018,10,222555,27857,665664,119594,1446914,686718,93521,65051,2220781,736760,242667,280115,374371,190597,128763,146535,265686,93154,222558,215593,429681,363446,101137,234664,56661,105660,259105,50894,221618,75959,310479,916000,53654,381667,165237,249852,378682,21031,607231,64395,514794,2232343,18224209,430593,34352,439019,601166,32370,314477,34312,14330,5553,85909,19311,633544,139659,16252,3665,529695,342329,20366,199599,69057,67907,71805,59108,4110,4995,32542,111766,99764,186226,12112,69401,21155,15333,68559,26167,144334,3832,241799,92597,18301,63268,46682,128179,90466,837,23801,17545,104117,349705,4785866,75845,14501,37573,201606,5808,52798,7792,12823,2055,79722,10993,570699,122836,13967,1719,493257,337533,12602,174644,65907,63294,67068,55640,2302,3309,32075,100319,91787,183744,4633,58996,14871,14228,66412,25585,123975,3549,215748,88208,10800,43433,34713,123466,73017,0,23529,16084,101998,323421,4320014,69584,6681,36110,160645,5808,36005,6888,1507,3498,6187,8318,62845,16823,2285,1946,36438,4796,7764,24955,3150,4613,4737,3468,1808,1686,467,11447,7977,2482,7479,10405,6284,1105,2147,582,20359,283,26051,4389,7501,19835,11969,4713,17449,837,272,1461,2119,26284,465852,6261,7820,1463,40961,0,16793,904,236885,33410,751573,138905,2080458,826377,109773,68716,2750476,1079089,263033,479714,443428,258504,200568,205643,269796,98149,255100,327359,529445,549672,113249,304065,77816,120993,327664,77061,365952,79791,552278,1008597,71955,444935,211919,378031,469148,21868,631032,81940,618911,2582048,23010075,506438,48853,476592,802772,38178,367275,42104
2018,11,204246,23870,537108,114519,1226085,645891,85309,65944,1902506,613929,211074,184931,353602,128455,95902,114903,202292,62247,204234,152098,294108,289014,78260,198379,40953,83215,229386,32674,200640,74133,232941,817878,23624,329616,166204,190647,295317,20173,507554,39365,433312,1952437,15071349,315468,15661,289857,461442,34316,204516,28841,17476,4139,66088,16808,590192,231572,12586,4448,593032,321451,18861,180958,27035,29833,24760,16831,5288,3030,79144,109601,36452,147307,5735,70952,8729,27215,69317,6142,104934,1112,366254,139710,1833,55939,2212,120506,53768,180,34359,616,68784,583261,4909978,86958,7138,83910,318404,5940,62622,2325,15543,2055,61429,6004,534120,221650,10964,2977,564723,314271,13287,163583,23354,28701,22214,14978,3277,0,78877,97346,30434,146317,4541,62968,1735,26874,67970,2788,91177,860,351719,125792,1500,46796,244,114626,34571,0,33734,0,64118,552417,4503451,61639,7138,79432,268782,5940,55026,965,1933,2084,4659,10804,56072,9922,1622,1471,28309,7180,5574,17375,3681,1132,2546,1853,2011,3030,267,12255,6018,990,1194,7984,6994,341,1347,3354,13757,252,14535,13918,333,9143,1968,5880,19197,180,625,616,4666,30844,406527,25319,0,4478,49622,0,7596,1360,221722,28009,603196,131327,1816277,877463,97895,70392,2495538,935380,229935,365889,380637,158288,120662,131734,207580,65277,283378,261699,330560,436321,83995,269331,49682,110430,298703,38816,305574,75245,599195,957588,25457,385555,168416,311153,349085,20353,541913,39981,502096,2535698,19981327,402426,22799,373767,779846,40256,267138,31166
2018,12,167215,21422,776489,92655,1080986,499534,74674,56912,1677253,511328,151204,135838,259262,88321,67894,104492,200517,42469,180451,153543,195049,193294,88812,144522,26903,45047,167057,32617,150661,65070,160750,727812,12914,202925,135385,178520,237224,12929,457469,22136,385616,1659652,12967105,305658,14730,298575,408109,30726,163031,31697,8174,10977,47030,40874,1117191,361245,38599,6851,613247,143616,27867,104194,11154,4431,12921,22037,4532,10359,72270,117992,20180,64797,3936,4631,16914,14023,46800,3041,93792,4823,353796,253225,6307,59229,1590,130233,51730,635,93932,5797,44273,740476,5286690,109445,3760,26131,229733,5875,46649,1954,6605,4039,42040,36684,1041089,352238,38187,4565,593688,136857,26272,97929,8963,1056,11413,19340,2954,5180,72137,102675,14794,61353,1226,0,12237,13540,44329,1723,82200,4485,332186,245199,6307,52049,0,123276,23122,0,91228,3169,38002,718383,4917753,102290,3007,22247,198582,5357,39789,1343,1569,6938,4990,4190,76102,9007,412,2286,19559,6759,1595,6265,2191,3375,1508,2697,1578,5179,133,15317,5386,3444,2710,4631,4677,483,2471,1318,11592,338,21610,8026,0,7180,1590,6957,28608,635,2704,2628,6271,22093,368937,7155,753,3884,31151,518,6860,611,175389,32399,823519,133529,2198177,860779,113273,63763,2290500,654944,179071,240032,270416,92752,80815,126529,205049,52828,252721,271535,215229,258091,92748,149153,43817,59070,213857,35658,244453,69893,514546,981037,19221,262154,136975,308753,288954,13564,551401,27933,429889,2400128,18253795,415103,18490,324706,637842,36601,209680,33651
2019,1,221913,20565,556011,129603,1210077,516021,60780,68015,2026624,723131,161572,134872,222737,66005,65545,113411,234256,49011,216197,136848,183721,170344,102619,156036,40054,52984,184503,30510,151360,75431,177656,773471,10972,244515,157460,211024,217588,11884,581089,24158,453061,1972885,14255890,297682,13591,337705,423950,35941,121811,22378,14414,3449,64901,5685,1068895,196218,12681,8770,385896,74290,13092,115041,64712,19979,12191,32601,7274,21340,87839,61487,58996,145539,8682,45620,16594,26321,59320,70062,82518,4265,456735,86196,351,36403,3609,70282,48110,1111,108601,7193,78806,533226,4753740,57791,2403,85193,204277,7812,33778,3500,12561,2055,51915,2860,1001707,187869,11583,4165,343461,67681,9826,104246,59487,19665,8771,27369,2548,20246,86964,44837,57522,145539,548,41600,8129,25497,55174,62602,68553,3678,442069,83225,0,30982,0,62362,32037,375,106111,6296,70340,501893,4333786,50439,1154,80012,160022,7373,20242,1820,1853,1394,12986,2825,67188,8349,1098,4605,42435,6609,3266,10795,5225,314,3420,5232,4726,1094,875,16650,1474,0,8134,4020,8465,824,4146,7460,13965,587,14666,2971,351,5421,3609,7920,16073,736,2490,897,8466,31333,419954,7352,1249,5181,44255,439,13536,1680,236327,24014,620912,135288,2278972,712239,73461,76785,2412520,797421,174664,249913,287449,85984,77736,146012,241530,70351,304036,198335,242717,315883,111301,201656,56648,79305,243823,100572,233878,79696,634391,859667,11323,280918,161069,281306,265698,12995,689690,31351,531867,2506111,19009630,355473,15994,422898,628227,43753,155589,25878
2019,2,200162,20168,586645,104235,1081507,537058,54454,55172,1943089,701857,143862,132584,235651,51445,73558,107640,249964,59555,146566,116536,278909,172152,77685,135661,26276,56008,251009,40140,139582,71688,184167,802752,9005,249228,178286,146556,210782,12047,547749,15493,411349,2039107,14011797,321540,28814,317056,414639,26828,144207,37897,15549,3024,66296,60043,404087,125555,16343,9283,532560,128557,8901,80062,60663,400,8022,17685,9719,11539,27659,83320,74079,157941,3590,39961,5624,14445,24262,1526,67098,2169,283718,119261,0,69769,47229,147286,104880,333,42203,5595,63087,515489,3868561,47471,4074,95200,111338,9042,29313,3728,13692,1265,63300,52911,350696,116032,12592,5756,492693,121002,7096,68138,56558,400,6005,13359,5648,10520,25794,72575,71920,155509,1056,36869,1115,14198,21381,466,56402,2169,262004,115486,0,62186,41007,135411,91316,333,40829,4428,55935,486612,3503266,40646,3806,89193,75199,5842,25729,2254,1857,1759,2996,7132,53391,9523,3751,3527,39867,7555,1805,11924,4105,0,2017,4326,4071,1019,1865,10745,2159,2432,2534,3092,4509,247,2881,1060,10696,0,21714,3775,0,7583,6222,11875,13564,0,1374,1167,7152,28877,365295,6825,268,6007,36139,3200,3584,1474,215711,23192,652941,164278,1485594,662613,70797,64455,2475649,830414,152763,212646,296314,51845,81580,125325,259683,71094,174225,199856,352988,330093,81275,175622,31900,70453,275271,41666,206680,73857,467885,922013,9005,318997,225515,293842,315662,12380,589952,21088,474436,2554596,17880358,369011,32888,412256,525977,35870,173520,41625
2019,3,248741,27115,725409,138944,1426539,564782,75308,60054,2156474,866899,226989,203152,312537,121124,78567,150583,294924,39514,259750,136764,290184,250842,110913,192888,39434,69558,240773,31023,164868,88573,219871,953539,23003,321613,186004,225961,341614,11413,547367,38161,535262,2389853,17028187,346168,19988,361938,549414,42196,200500,34529,13555,4498,137969,8510,643638,188633,29985,3042,728756,109513,6940,67623,38146,8569,36664,11419,3656,39418,97950,115270,112292,172892,912,86987,14737,22168,19522,18920,148711,1536,259922,105250,1306,94132,50010,183006,62925,988,43941,10384,118068,422239,4821313,60731,7484,73268,347275,8749,49872,2625,12009,2055,125239,2208,579620,182162,29587,2183,698943,101966,3831,50144,35989,7472,33406,4858,2215,31086,97950,103489,105194,171198,912,72963,5783,21827,12082,17157,135800,250,237859,101469,1306,90471,45675,171726,46344,600,41834,8347,117410,391865,4420954,53947,6531,68506,312064,5673,42661,1820,1546,2443,12730,6302,64018,6471,398,859,29813,7547,3109,17479,2157,1097,3258,6561,1441,8332,0,11781,7098,1694,0,14024,8954,341,7440,1763,12911,1286,22063,3781,0,3661,4335,11280,16581,388,2107,2037,658,30374,400359,6784,953,4762,35211,3076,7211,805,262296,31613,863378,147454,2070177,753415,105293,63096,2885230,976412,233929,270775,350683,129693,115231,162002,298580,78932,357700,252034,402476,423734,111825,279875,54171,91726,260295,49943,313579,90109,479793,1058789,24309,415745,236014,408967,404539,12401,591308,48545,653330,2812092,21849500,406899,27472,435206,896689,50945,250372,37154
2019,4,271350,33753,776018,148999,1672885,697792,94453,45818,1873596,756318,225678,275545,424724,211485,142230,190376,294464,55436,258225,190817,393831,367268,97380,239586,73927,116440,250955,57475,183530,86729,259054,990631,68706,419997,188742,254006,276039,21281,604395,59928,553987,2431800,18597925,399042,26787,440141,610864,31842,307200,74444,18668,4846,211261,12980,638543,93622,92120,4895,916333,159532,25067,295066,65330,9645,14158,20619,11944,6026,137047,64038,40924,238995,1228,21420,21900,26798,30970,9445,115793,13976,384273,129231,1567,47496,3935,92031,90126,600,48218,15131,64724,486491,5536455,174034,9652,110447,397502,2447,100640,4291,14547,3349,200496,3361,557532,80682,91199,4526,879221,154067,17273,281675,52694,5713,6317,17325,3158,2289,121780,43115,37484,235374,843,13232,11218,15393,25092,1123,96923,13976,364060,117070,1567,38981,1160,61002,63910,600,41891,13380,57420,454970,4972459,160137,9153,105638,353899,599,86945,2064,4121,1497,10765,9619,81011,12940,921,369,37112,5465,7794,13391,12636,3932,7841,3294,8786,3737,15267,20923,3440,3621,385,8188,10682,11405,5878,8322,18870,0,20213,12161,0,8515,2775,31029,26216,0,6327,1751,7304,31521,563996,13897,499,4809,43603,1848,13695,2227,290018,38599,987279,161979,2311428,791414,186573,50713,2789929,915850,250745,570611,490054,221130,156388,210995,306408,61462,395272,254855,434755,606263,98608,261006,95827,143238,281925,66920,299323,100705,643327,1119862,70273,467493,192677,346037,366165,21881,652613,75059,618711,2918291,24134380,573076,36439,550588,1008366,34289,407840,78735
2019,5,228898,32162,762992,164827,1679801,768235,77075,69677,2332085,862881,264013,265703,416475,202780,112766,192282,269214,66970,258342,138499,418845,474129,124617,265267,53000,99423,255947,56328,204405,91000,285797,1193674,56184,395404,181105,255953,318480,23462,671366,62512,650095,2456346,19811437,399480,28548,441810,645722,45683,319954,77309,8846,11048,175205,22079,763247,142052,8967,5604,382008,54497,43058,99769,16620,21134,51310,30360,6254,8143,132030,82146,88475,201103,1810,43897,20683,38088,57191,3833,209707,10349,212217,278611,15400,26061,3503,80184,59485,1088,64730,11695,97786,840023,5226932,167527,2467,61024,278341,47494,46580,5944,6293,9138,164146,12160,723836,138416,8577,4768,342455,41312,34260,78589,13187,18815,45775,25416,4475,6917,128640,71927,81671,199949,927,37393,7747,35194,54761,1801,187965,10092,188052,271644,13492,15247,341,69412,28566,400,64530,9881,92599,812301,4783873,154974,1707,56618,238188,46273,32523,4677,2553,1910,11059,9919,39411,3636,390,836,39553,13185,8798,21180,3433,2319,5535,4944,1779,1226,3390,10219,6804,1154,883,6504,12936,2894,2430,2032,21742,257,24165,6967,1908,10814,3162,10772,30919,688,200,1814,5187,27722,443059,12553,760,4406,40153,1221,14057,1267,237744,43210,938197,186906,2443048,910287,86042,75281,2714093,917378,307071,365472,433095,223914,164076,222642,275468,75113,390372,220645,507320,675232,126427,309164,73683,137511,313138,60161,414112,101349,498014,1472285,71584,421465,184608,336137,377965,24550,736096,74207,747881,3296369,25038369,567007,31015,502834,924063,93177,366534,83253
2019,6,261659,30985,734688,143487,1594923,788504,58507,69081,2011439,776935,228159,214823,392299,189026,117076,155157,234825,75561,249863,154203,379158,445390,103529,249112,62075,100450,282207,61615,177439,94948,254667,1064679,52918,368575,158176,266062,379514,24737,571681,78316,542529,2248783,18387525,428387,26329,400697,606715,40508,297082,56321,33338,4442,164788,28924,540903,163543,17604,7763,359903,67412,18846,81355,63357,77850,21366,25535,14402,9151,119463,187633,31328,69435,2236,25624,14833,28379,163349,11321,142501,1055,358337,212126,370,53462,5850,39474,123472,2632,11713,9650,53909,542284,4473785,184682,3000,94818,184765,5765,41841,3114,31918,2855,156696,13124,480028,147566,9055,6076,323211,56163,13028,63582,56422,72721,12651,23233,9961,5463,115587,173292,15260,65755,1167,18634,3907,27495,160953,3813,120672,1055,330047,208161,370,41729,1590,32155,80810,1469,9647,5362,43859,491068,3926567,174400,760,89156,159275,1967,34018,763,1420,1587,8092,15800,60875,15977,8549,1687,36692,11249,5818,17773,6935,5129,8715,2302,4441,3688,3876,14341,16068,3680,1069,6990,10926,884,2396,7508,21829,0,28290,3965,0,11733,4260,7319,42662,1163,2066,4288,10050,51216,547218,10282,2240,5662,25490,3798,7823,2351,294997,35427,899476,172411,2135826,952047,76111,76844,2371342,844347,247005,296178,455656,266876,138442,180692,249227,84712,369326,341836,410486,514825,105765,274736,76908,128829,445556,72936,319940,96003,613004,1276805,53288,422037,164026,305536,502986,27369,583394,87966,596438,2791067,22861310,613069,29329,495515,791480,46273,338923,59435
2019,7,255046,37812,818210,154774,1514318,878966,73797,74867,2430675,806196,230330,226519,394337,176164,134518,171690,274025,103481,237690,182131,361518,415685,122179,218113,54199,78568,383189,63302,209580,89751,283100,944013,44632,390936,208403,249620,319610,25512,628538,71773,561226,2369153,19259858,447733,22295,412830,645438,39359,287257,43338,27963,10122,183613,27170,1030553,131757,43340,6926,477517,73640,64468,133375,34890,32844,14682,54481,14454,6912,37328,98045,81897,104168,2096,40049,13686,5470,38906,8190,107399,10640,345619,137499,13272,51511,10591,89733,100588,2784,20358,9981,139999,728627,5237082,92268,4503,100995,265130,11381,81862,2901,26401,6741,167661,24730,965598,118880,40470,4124,407042,56008,53706,110214,29617,23575,5940,39531,11510,5120,33028,83196,75362,91163,1097,27625,4819,4946,32726,5664,89406,10640,318547,130693,12419,42906,6772,75305,66208,0,18358,8300,134810,688833,4649197,84819,3047,96506,219878,5561,68788,678,1562,3381,15952,2440,64955,12877,2870,2802,70475,17632,10762,23161,5273,9269,8742,14950,2944,1792,4300,14849,6535,13005,999,12424,8867,524,6180,2526,17993,0,27072,6806,853,8605,3819,14428,34380,2784,2000,1681,5189,39794,587885,7449,1456,4489,45252,5820,13074,2223,283009,47934,1001823,181944,2544871,1010723,117137,81793,2908192,879836,294798,359894,429227,209008,149200,226171,288479,110393,275018,280176,443415,519853,124275,258162,67885,84038,422095,71492,316979,100391,628719,1081512,57904,442447,218994,339353,420198,28296,648896,81754,701225,3097780,24496940,540001,26798,513825,910568,50740,369119,46239
2019,8,251662,33516,791170,140413,1481399,851527,67214,60456,2468025,826760,230973,213467,412380,238780,116949,175765,276519,84496,229979,159216,360981,364601,112042,256693,60926,89383,235881,54651,219442,103608,254561,1057505,57196,378965,192200,267772,319519,16579,675276,64288,674757,2582482,19568300,450760,34422,438268,639958,45980,305108,48480,30141,7191,127202,107408,611538,54719,14701,7067,727366,98112,68027,86195,95052,47889,63028,52202,18485,6858,60593,121210,31939,243276,2341,81142,14907,31068,53277,61703,190404,849,387198,154005,9570,81334,50257,139078,111463,1464,40880,12765,111884,744732,5633315,172922,4879,145818,212597,7481,76269,2900,28265,3451,108302,92915,533894,48137,12350,3400,690557,85929,61492,66035,77449,46494,56760,48634,14397,5462,59143,111374,19255,239426,1795,67925,3414,28235,47783,60040,170155,669,364302,137762,9140,77140,46232,132880,93681,828,38706,11801,102693,712503,5119940,155554,2148,140880,176828,5561,66657,1803,1876,3740,18900,14493,77644,6582,2351,3667,36809,12183,6535,20160,17603,1395,6268,3568,4088,1396,1450,9836,12684,3850,546,13217,11493,2833,5494,1663,20249,180,22896,16243,430,4194,4025,6198,17782,636,2174,964,9191,32229,513375,17368,2731,4938,35769,1920,9612,1097,281803,40707,918372,247821,2092937,906246,81915,67523,3195391,924872,299000,299662,507432,286669,179977,227967,295004,91354,290572,280426,392920,607877,114383,337835,75833,120451,289158,116354,409846,104457,641759,1211510,66766,460299,242457,406850,430982,18043,716156,77053,786641,3327214,25201615,623682,39301,584086,852555,53461,381377,51380
2019,9,219577,25425,706302,156799,1235559,640814,59162,62034,2144406,737175,191415,221577,395716,245363,113208,166795,226779,70881,209889,141346,435664,355941,108966,217767,51309,107400,222081,46133,323754,76805,232920,976036,63715,404235,193298,249993,300847,25795,564626,76193,573406,2290698,17639252,359637,23247,371943,542453,31824,319722,42191,36785,16204,125946,14650,777878,157883,34403,12440,780734,134954,29493,76532,34021,6435,26053,47067,38247,7837,68384,67510,79569,66331,2381,42695,25227,38383,46625,11934,221023,2275,262323,215519,33615,98246,10125,123433,65233,4000,19820,8195,36987,833580,5437652,165835,3160,79643,308709,6678,58893,4505,35915,14328,114361,8185,719852,149173,29730,10725,737124,126849,19273,44261,30366,5762,17846,42687,35575,4415,68384,56623,71926,63001,1665,38705,15984,35051,44882,9445,203302,1927,245062,211509,33158,88500,2244,117057,46748,0,17966,6078,33398,804984,5002457,157844,2682,76916,280680,5561,44835,1555,870,1876,11585,6465,58026,8710,4673,1715,43610,8105,10220,32271,3655,673,8207,4380,2672,3422,0,10887,7643,3330,716,3990,9243,3332,1743,2489,17721,348,17261,4010,457,9746,7881,6376,18485,4000,1854,2117,3589,28596,435195,7991,478,2727,28029,1117,14058,2950,256362,41629,832248,171449,2013437,798697,93565,74474,2925140,872129,220908,298109,429737,251798,139261,213862,265026,78718,278273,208856,515233,422272,111347,260462,76536,145783,268706,58067,544777,79080,495243,1191555,97330,502481,203423,373426,366080,29795,584446,84388,610393,3124278,23076904,525472,26407,451586,851162,38502,378615,46696
